title,departure,destination,type_of_route,review_text,travel_date,review_date,rating,legroom_rating,seat_comfort_rating,entertainment_rating,customer_service_rating,value_rating,cleanliness_rating,check_in_rating,food_rating
JAL client forever!,Moscow,Tokyo,International,"JAL Russia support was very kind to return me full price (1200 euro) for NON-refundable tickets taking into account my health situation. 
I severely broke my leg and we had to cancel the planned trip to Tokyo. I e-mailed to JAL support, the next day they replied they took decision to return me the full price and in a few days the money were transferred to my account.
I really appreciate this decision taken by JAL Russia support. Now I’m a very loyal JAL client and going to chose them for my Japan trip when I recover!
Thank you JAL!",September 2019,"September 16, 2019",5.0,,,,5.0,,,,
First time to fly JAL !,Seattle,Tokyo,International,As an ANA frequent flyer I had never flown JAL.  However on a recent business trip my organization booked JAL round trip from Tokyo to Seattle.  I was extremely happy with the quality of service and the cleanliness of the cabin in economy class even though the flight was full.  Keep up the good work!,September 2019,"September 15, 2019",5.0,4.0,4.0,5.0,5.0,5.0,,,
Great Service,Chicago,Tokyo,International,"The service on JAL was excellent.  The staff was attentive; the food was good; and there was plenty of food provided.  The airplane was great--all seats had plugs with the ability to charge your phone, and the inflight entertainment had lots of choices.",August 2019,"September 15, 2019",4.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0
Great service,Los Angeles,Osaka,International,"Since my wife is Japanese, we travel to Japan every 4 years. We have two daughters and I also like for them to keep in touch with their relatives from over there. Every time we have used this airline and the service has always been exceptional.",October 2018,"September 15, 2019",5.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0
Impressive Customer Service with Attention to Every Detail,Dallas,Tokyo,International,"This airline is excellent; providing a most pleasant and comfortable air travel experience.  The bilingual staff are truly dedicated to customer service; being highly efficient, professional, polite and kind to everyone.  Food and beverage service provided a quality offering of selections, nicely packaged Japanese crackers and meal of edible art.  Beautiful presentation and delicious; an amazing in-flight meal!  The plane was immaculately clean; including the bathrooms; which were constantly tidied up during flight; down to the toilet paper being given a triangular end fold.  The flight attendants were highly attentive; checking on passengers and amazingly helpful; cheerfully assisting with special wheel chairs for those with bathroom needs.  Very impressive airline and staff!",September 2019,"September 14, 2019",5.0,,,,,,,,
Pleasant scents in cabin,Tokyo,Hong Kong,Asia,"In addition to adequate ventilation, pleasant scents in cabin gave an extra bonus to the flight. There are many code shared flights in JAL now and I would prefer JAL flights if possible.",June 2019,"September 13, 2019",5.0,4.0,5.0,5.0,5.0,4.0,,,
Great Service,Seattle,Tokyo,International,"I flew Delta the past several years, but tried JAL since it started a direct flight service from Seattle to Tokyo.  I felt that I had more leg room in economy seats than I did on Delta.  Most difference between Delta and JAL is the service.  Everyone was friendly, professional and patient.  Food was better, too.  I would fly JAL again if they keep offering competitive fair.",July 2019,"September 13, 2019",5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0
Best airline food by far,Tokyo,Singapore,Southeast Asia,"We flew Japan Airline Business a couple of days ago from Haneda to Singapore. Whilst this was not our first experience of JAL Business, it was the best. We chose the Japanese meal option and it was better than any restaurant we experienced in Japan.

Just the best airline food I think I have ever had !!",September 2019,"September 13, 2019",5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
Best flight,Sydney,Tokyo,International,"JAL
Provided excellent food an attention to detail when presenting my partner with diabetic meals. Definitely recommend this airline for customer care on long haul flights.",September 2019,"September 13, 2019",5.0,,,,,,,,
Amazing service!,Osaka,Los Angeles,International,"We flew round trip to Osaka from LAX on JAL.  The level of friendliness and professionalism on this airline is exceptional.  Even in economy class, the flight crew makes you feel special.  In addition, the quality of meals is far above expectations.  Great experience on a very long flight.  Also, when arriving in Osaka, I left my iPad on the plane.  JAL staff retrieved it and returned it to me in the terminal within only a few minutes of reporting it—and their agent stayed with us the entire time, until the device was returned.  What great service!",April 2019,"September 12, 2019",5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
Worst business class food - ever!,Tokyo,Kuala Lumpur,Southeast Asia,"Last minute change:  my reservation with Malaysia Airlines was cancelled due to engines problems.  Changed to JAL (same one world group).  Maybe it was because of the last minute change (at Narita airport).  I always requested for Fruit Platters on board.  Prefer to eat the foods in JAL 1st class lounge before departure.  However, JAL very kindly informed me that they Do Have Fruit Platters on standby.  I would recommend that JAL DO NOT serve what they call as Fruit Platters.  No even at last minute order!  Never seen such sad and OLD looking fruits.  Should have been in the bin weeks ago!",July 2019,"September 11, 2019",4.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0
Good flight,Tokyo,Kuala Lumpur,Southeast Asia,"Good flight. On-line check-in was done smoothly. Aircraft foot space was wider than I expected. Food was good. However, the lavatory wash basin was clogged at the early stage of the flight. I asked a flight attendent to clean. She did immediately. That was good.",August 2019,"September 11, 2019",4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0
Amazingly Clean and Polite Airline,Los Angeles,Tokyo,International,"Japan Airlines are amazingly clean, polite and service is second to none. Premium economy from Los Angeles to Tokyo to Melbourne was great. Obviously it was more roomy than economy but it was more than the physical space that was great, the ambient space and overall respectful way that the Japanese staff managed that flight was brilliant. I'm already booked into my next flight with them and will not fly another airline to Japan if they continue to operate in this way. 10/10. Also, their Vegan option was superb... By far the best plane food I've had.",January 2019,"September 11, 2019",5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
